name,team,level,class_last,reliability,player_id,canonical_id,season,last_season,last_n,proj_woba,proj_woba_p10,proj_woba_p90,periph_adj,proj_k_pct,proj_bb_pct,proj_iso,proj_babip,proj_hr_pa,proj_avg,proj_obp
Jackson Jaha,LCSC,NAIA,So,0.576,2714,2714,2027,2026,196,0.4578,0.3894,0.5261,-0.0003,0.1918,0.1305,0.2362,0.3826,0.0374,0.3504,0.4579
Brandon Nguyen,LCSC,NAIA,Jr,0.611,2710,2710,2027,2026,226,0.4554,0.3874,0.5234,0.0001,0.1109,0.1133,0.2865,0.3445,0.0507,0.334,0.4366
Jonny McGill,UBC,NAIA,,0.73,4785,4785,2027,2025,260,0.4519,0.3852,0.5187,0.0,0.1321,0.1142,0.2351,0.3707,0.0412,0.3527,0.4488
Kyle Memarian,Whitworth,D3,Sr,0.766,3287,3287,2027,2026,220,0.4407,0.3743,0.507,-0.0003,0.0891,0.1072,0.2238,0.3693,0.038,0.3635,0.4611
Izzy Madariaga,LCSC,NAIA,Sr,0.733,2712,2712,2027,2026,244,0.4385,0.3718,0.5053,0.0012,0.1229,0.1283,0.2284,0.3517,0.0376,0.3302,0.4435
Caleb Gray,Whitworth,D3,Sr,0.746,3288,3288,2027,2026,214,0.4351,0.3685,0.5017,-0.0017,0.1829,0.1197,0.2594,0.3587,0.0492,0.3231,0.4328
Jace Nagler,EOU,NAIA,Jr,0.739,2744,2744,2027,2026,225,0.4342,0.3675,0.5008,0.0014,0.0841,0.1221,0.2255,0.3438,0.039,0.3392,0.4504
Albert Jennings,Bushnell,NAIA,Sr,0.777,2894,2894,2027,2026,240,0.4295,0.3633,0.4958,-0.0011,0.1986,0.1194,0.2148,0.3831,0.0371,0.337,0.4347
Julien Jones,OIT,NAIA,Sr,0.71,3854,3854,2027,2025,262,0.4294,0.3624,0.4964,0.0,0.1025,0.0862,0.2308,0.3371,0.0391,0.3249,0.4324
Dominic Signorelli,LCSC,NAIA,Sr,0.7,3812,3812,2027,2025,243,0.4292,0.3622,0.4963,0.0,0.1843,0.1597,0.2613,0.3317,0.0438,0.2905,0.4375
Ryan Clay,Corban,NAIA,Sr,0.671,3889,3889,2027,2025,214,0.4266,0.3592,0.4939,0.0,0.1341,0.1406,0.191,0.3598,0.0264,0.3325,0.4434
Halen Otte,Whitman,D3,Sr,0.776,3257,3257,2027,2026,193,0.425,0.3587,0.4913,0.0009,0.1438,0.1073,0.2914,0.3135,0.0657,0.3028,0.4076
Charlie Updegrave,LCSC,NAIA,Sr,0.704,3807,3807,2027,2025,251,0.4236,0.3565,0.4906,0.0,0.189,0.0876,0.2578,0.3455,0.0512,0.3117,0.4061
David Krahn,UBC,NAIA,So,0.743,2976,2976,2027,2026,259,0.4232,0.3566,0.4899,0.0016,0.1172,0.0972,0.2266,0.3375,0.0407,0.321,0.4146
Trent Lenihan,UBC,NAIA,,0.789,4786,4786,2027,2025,271,0.4231,0.3569,0.4892,0.0,0.1191,0.1045,0.2164,0.3595,0.0406,0.3467,0.4376
Mikey Bell,Gonzaga,D1,Jr,0.696,3550,3550,2027,2026,262,0.4229,0.3558,0.49,-0.0003,0.1647,0.1058,0.2263,0.3745,0.0367,0.3362,0.4278
Gavin Turley,Oregon St.,D1,Jr,0.68,3746,3746,2027,2025,307,0.4226,0.3554,0.4899,0.0,0.2233,0.1506,0.2742,0.353,0.0558,0.3056,0.4264
Luke Piazza,Willamette,D3,Jr,0.619,4157,4157,2027,2025,151,0.4224,0.3545,0.4903,0.0,0.1443,0.1035,0.2164,0.3555,0.0343,0.3296,0.4269
Jack Sheward,LCSC,NAIA,Sr,0.646,3810,3810,2027,2025,222,0.4216,0.354,0.4892,0.0,0.1291,0.1121,0.222,0.3475,0.0345,0.3251,0.4226
Patrick Barry,OIT,NAIA,Sr,0.705,3852,3852,2027,2025,270,0.4213,0.3543,0.4883,0.0,0.091,0.1193,0.1354,0.3702,0.01,0.3543,0.4468
Aiva Arquette,Oregon St.,D1,Jr,0.662,3745,3745,2027,2025,310,0.4186,0.3512,0.4861,0.0,0.1662,0.1093,0.2552,0.3494,0.0498,0.3178,0.4148
Andrew Sharp,OIT,NAIA,Sr,0.739,2786,2786,2027,2026,247,0.4184,0.3517,0.4851,0.0011,0.1052,0.1401,0.179,0.3476,0.0274,0.3269,0.44
Mason Neville,Oregon,D1,Jr,0.627,3726,3726,2027,2025,280,0.4181,0.3503,0.4859,0.0,0.2399,0.1539,0.351,0.3152,0.0722,0.2834,0.3987
Kyle Yip,UBC,NAIA,Jr,0.787,2978,2978,2027,2026,224,0.4179,0.3517,0.4841,0.0006,0.1109,0.1204,0.1919,0.3441,0.0299,0.3226,0.429
Will Shelor,Pacific,D3,Jr,0.594,3350,3350,2027,2026,187,0.4162,0.3481,0.4844,0.0003,0.0903,0.1015,0.1333,0.3636,0.0115,0.346,0.4378
Logan Shepherd,Tacoma,JUCO,Fr,0.688,2,2,2027,2025,213,0.4157,0.3485,0.4829,0.0,0.1572,0.1311,0.1917,0.3517,0.0188,0.3182,0.4257
Luke Porter,Linfield,D3,So,0.467,3401,3401,2027,2025,140,0.4134,0.3439,0.4829,0.0,0.2022,0.1067,0.3063,0.3246,0.0631,0.2903,0.3994
Kahiau Teruya,UPS,D3,Sr,0.612,3187,3187,2027,2026,83,0.4127,0.3447,0.4806,0.0003,0.1339,0.1127,0.1335,0.3568,0.0205,0.3263,0.4411
Jack Ryan,C of I,NAIA,Jr,0.52,2826,2826,2027,2026,156,0.4116,0.3427,0.4806,0.0001,0.1834,0.146,0.2178,0.339,0.0388,0.296,0.4215
Tassos Foster,Willamette,D3,So,0.688,4152,4152,2027,2025,182,0.4115,0.3443,0.4787,0.0,0.1376,0.1466,0.1822,0.3437,0.0243,0.3106,0.4385
Matt Vanslyke,UBC,NAIA,So,0.587,2979,2979,2027,2026,205,0.4114,0.3431,0.4796,0.0002,0.1377,0.1829,0.1082,0.3529,0.0133,0.3092,0.4577
Brandon Ting,Whitman,D3,Jr,0.65,4060,4060,2027,2025,165,0.4109,0.3433,0.4784,0.0,0.1758,0.0908,0.23,0.3406,0.0388,0.3058,0.4164
Braeden Scott,UBC,NAIA,Fr,0.598,2975,2975,2027,2026,214,0.4107,0.3426,0.4789,0.0005,0.1202,0.1061,0.1362,0.3635,0.0189,0.3369,0.4332
Chris Arce,WOU,D2,Jr,0.429,3104,3104,2027,2026,227,0.4104,0.3405,0.4802,0.0008,0.0817,0.1123,0.1672,0.3591,0.025,0.3442,0.4295
Ike George,LCSC,NAIA,Sr,0.611,3808,3808,2027,2025,240,0.4096,0.3416,0.4776,0.0,0.0813,0.108,0.1494,0.3433,0.0192,0.3202,0.4345
Nate Stevens,Bushnell,NAIA,Sr,0.698,2896,2896,2027,2026,244,0.4092,0.3421,0.4763,-0.0005,0.2078,0.1191,0.2053,0.3563,0.0377,0.3093,0.4174
Brandham Ponce,CWU,D2,Sr,0.379,3938,4653,2027,2025,230,0.4079,0.3375,0.4783,0.0,0.1583,0.0972,0.2731,0.3476,0.0599,0.3232,0.4018
Mitchell Thoma-Britt,Warner Pacific,NAIA,Sr,0.723,2935,2935,2027,2026,219,0.4076,0.3407,0.4744,0.0001,0.1751,0.1087,0.1864,0.3588,0.0299,0.3169,0.4186
Rocco Granucci,Willamette,D3,So,0.657,4160,4160,2027,2025,144,0.4074,0.3399,0.4749,0.0,0.1681,0.1238,0.2053,0.3377,0.0387,0.3026,0.4251
Brandon Cabrera,LCSC,NAIA,Sr,0.705,3813,3563,2027,2025,175,0.4063,0.3393,0.4733,0.0,0.1691,0.1317,0.185,0.3458,0.0357,0.3068,0.4258
Jason Wright,MSUB,D2,Sr,0.357,3078,3078,2027,2026,127,0.4061,0.3355,0.4767,0.0007,0.1384,0.1015,0.2077,0.3605,0.0317,0.3362,0.4114
Will Heron,L&C,D3,Sr,0.651,4087,4087,2027,2025,169,0.4058,0.3382,0.4734,0.0,0.1869,0.1107,0.2223,0.3449,0.0472,0.3102,0.4053
Bulla Ephan,LCSC,NAIA,Sr,0.627,2717,2717,2027,2026,94,0.4055,0.3377,0.4734,-0.0009,0.1531,0.1131,0.1754,0.3463,0.029,0.3104,0.4241
Tyler Horner,Seattle U,D1,Sr,0.693,3686,3686,2027,2026,230,0.4042,0.3371,0.4714,0.0,0.1436,0.1091,0.2239,0.3379,0.037,0.3081,0.4077
Kyle Becker,NNU,D2,Jr,0.423,3141,3141,2027,2026,221,0.4041,0.3342,0.4741,0.0004,0.1498,0.101,0.1816,0.3696,0.0255,0.3423,0.4156
Nate Petz,Whitman,D3,So,0.652,3253,3253,2027,2026,170,0.4034,0.3359,0.471,0.0005,0.1127,0.0804,0.1874,0.35,0.0259,0.3293,0.4005
Kaden Bertram,MSUB,D2,Sr,0.517,3071,3071,2027,2026,207,0.4028,0.3339,0.4718,0.0009,0.1651,0.0903,0.2005,0.3617,0.0356,0.332,0.4108
Jackson Hotchkiss,UW,D1,So,0.657,3492,3492,2027,2026,218,0.4027,0.3352,0.4702,0.0,0.2356,0.1274,0.2739,0.3392,0.0577,0.292,0.3951
Cade Crist,Bushnell,NAIA,Sr,0.687,3914,3914,2027,2025,221,0.4026,0.3354,0.4698,0.0,0.2482,0.1331,0.2233,0.342,0.0418,0.2785,0.4118
Alex Olague,EOU,NAIA,Sr,0.605,2745,2745,2027,2026,165,0.4018,0.3338,0.4699,0.0005,0.1456,0.0868,0.1928,0.3458,0.0402,0.3196,0.3988
Aaron Marsh,UBC,NAIA,,0.738,4787,4787,2027,2025,250,0.4013,0.3346,0.468,0.0,0.1181,0.1022,0.1785,0.3445,0.0272,0.3178,0.4107
Jordan Wilson,Bushnell,NAIA,Sr,0.699,3910,3910,2027,2025,223,0.4006,0.3335,0.4677,0.0,0.1753,0.0777,0.2456,0.3273,0.0508,0.2957,0.3845
Greyson McDaniel,EOU,NAIA,Sr,0.683,2748,2748,2027,2026,160,0.4002,0.333,0.4675,-0.0003,0.228,0.1243,0.2111,0.3531,0.0321,0.2929,0.4065
Will Hudler,Bushnell,NAIA,Sr,0.514,3909,3909,2027,2025,190,0.4,0.331,0.469,0.0,0.1882,0.0934,0.2108,0.3489,0.0379,0.3081,0.388
Jacob Walsh,Oregon,D1,Sr,0.659,3725,3725,2027,2025,276,0.3995,0.332,0.4669,0.0,0.2116,0.1203,0.2709,0.3288,0.0569,0.2901,0.3905
Matthew Ortiz,OIT,NAIA,Sr,0.697,3853,3853,2027,2025,235,0.3989,0.3318,0.466,0.0,0.0969,0.1126,0.1309,0.3562,0.0116,0.3386,0.4234
Jack Bickerton,Whitman,D3,Sr,0.64,4061,4061,2027,2025,140,0.3987,0.331,0.4664,0.0,0.178,0.0992,0.2377,0.3367,0.0428,0.3013,0.3893
Ben Leid,CWU,D2,Sr,0.472,3940,3940,2027,2025,184,0.3972,0.3278,0.4667,0.0,0.1578,0.0967,0.1936,0.3619,0.0349,0.3294,0.4042
Spencer Shipman,Whitworth,D3,Sr+,0.765,3292,3292,2027,2026,160,0.397,0.3306,0.4634,-0.0011,0.2257,0.0954,0.2382,0.3521,0.0502,0.3053,0.3955
Jason Smith,Willamette,D3,Sr,0.478,3469,3469,2027,2026,117,0.3965,0.3271,0.4658,-0.0001,0.1815,0.1072,0.2154,0.3385,0.0405,0.3003,0.3999
Kellen Bourne,UBC,NAIA,Sr,0.687,2981,2981,2027,2026,215,0.3962,0.329,0.4634,0.0001,0.1677,0.143,0.1983,0.333,0.0335,0.2902,0.4078
Nin Burns II,NNU,D2,,0.434,4017,4017,2027,2025,289,0.3961,0.3262,0.4659,0.0,0.152,0.1023,0.2152,0.3482,0.0419,0.3158,0.4022
Naulivou Lauaki Jr.,Oregon,D1,Fr,0.426,3509,3509,2027,2026,146,0.3955,0.3256,0.4655,0.0,0.307,0.0798,0.2756,0.364,0.0633,0.2922,0.372
Parker Cumberland,EOU,NAIA,Sr,0.652,3834,3834,2027,2025,203,0.3954,0.3278,0.463,0.0,0.1261,0.0935,0.184,0.3401,0.0231,0.3052,0.4018
Maddox Haley,Gonzaga,D1,Jr,0.496,3558,3558,2027,2026,194,0.3952,0.326,0.4643,0.0002,0.1352,0.0811,0.2217,0.3363,0.0408,0.3081,0.3949
Jack Nehler,MSUB,D2,Sr,0.626,3073,3073,2027,2026,225,0.3952,0.3274,0.4631,0.0005,0.0798,0.0968,0.1459,0.3614,0.0178,0.3466,0.4136
Drew Smith,Oregon,D1,Sr,0.731,3500,3500,2027,2026,272,0.3951,0.3283,0.4618,0.0,0.2286,0.1202,0.2071,0.371,0.0387,0.3086,0.4042
Trey Swygart,Portland,D1,So,0.655,3587,3587,2027,2026,225,0.3942,0.3266,0.4617,0.0013,0.2214,0.1639,0.1932,0.3544,0.0355,0.2866,0.418
Ricky Sánchez,Gonzaga,D1,Sr+,0.543,3551,3551,2027,2026,234,0.3942,0.3255,0.4629,0.0,0.1477,0.1363,0.1553,0.3571,0.0207,0.3151,0.4236
Jax Gimenez,Oregon,D1,So,0.529,3503,3503,2027,2026,221,0.3941,0.3253,0.463,0.0,0.162,0.1393,0.1713,0.3356,0.0212,0.2839,0.4273
Preston Lau,Willamette,D3,Jr,0.475,4158,4158,2027,2025,145,0.394,0.3246,0.4634,0.0,0.0972,0.085,0.1431,0.343,0.023,0.3232,0.411
Michael Aikawa,L&C,D3,Jr,0.771,3324,3324,2027,2026,202,0.3937,0.3273,0.46,-0.0001,0.1723,0.1298,0.1607,0.354,0.0246,0.3131,0.4174
Cody Guy,C of I,NAIA,Jr,0.592,2824,2824,2027,2026,209,0.3936,0.3255,0.4618,0.0006,0.1179,0.0974,0.1711,0.333,0.0273,0.3005,0.4105
Mathew Revels,Warner Pacific,NAIA,Jr,0.321,3935,3935,2027,2025,85,0.3931,0.3221,0.4641,0.0,0.1699,0.0984,0.1444,0.3542,0.0202,0.3146,0.413
Carson Coffield,Whitworth,D3,Sr,0.766,3286,3286,2027,2026,208,0.393,0.3266,0.4594,0.0009,0.1237,0.0917,0.2101,0.3142,0.0366,0.2951,0.4027
Brennen Davis,L&C,D3,Sr,0.621,4089,4089,2027,2025,163,0.3929,0.3251,0.4608,0.0,0.1686,0.1144,0.2401,0.3225,0.0484,0.2915,0.3884
Garrett Smith,OIT,NAIA,Jr,0.377,3860,4836,2027,2025,109,0.3927,0.3223,0.4631,0.0,0.2607,0.1311,0.2073,0.3518,0.0291,0.2861,0.404
Charlie Deggeller,UPS,D3,Jr,0.58,3177,3177,2027,2026,177,0.3927,0.3243,0.461,0.0005,0.1093,0.1223,0.1471,0.335,0.02,0.308,0.42
Karsten Hansen,Lower Columbia,JUCO,So,0.592,1019,1019,2027,2026,192,0.3921,0.3239,0.4603,-0.0008,0.1474,0.1534,0.0843,0.3595,0.007,0.3106,0.4483
Tate Lewis,NNU,D2,Sr,0.245,3151,3151,2027,2026,98,0.3921,0.3203,0.4639,0.001,0.1937,0.1077,0.2653,0.3393,0.0597,0.301,0.3926
Caden Casagrande,C of I,NAIA,Sr,0.694,2823,2823,2027,2026,211,0.392,0.3249,0.4592,-0.0001,0.1911,0.1308,0.1712,0.3441,0.0241,0.289,0.4155
Nate Hamburger,Willamette,D3,Sr,0.704,3457,3457,2027,2026,177,0.3913,0.3243,0.4583,-0.0004,0.1285,0.1422,0.1176,0.3509,0.0129,0.3146,0.4286
Ryan Cooney,Oregon,D1,Jr,0.732,3502,3502,2027,2026,295,0.3912,0.3244,0.4579,0.0,0.1253,0.1195,0.1907,0.3321,0.0299,0.3075,0.4057
Kaleb Karpstein,NNU,D2,Sr,0.646,3139,3139,2027,2026,250,0.3909,0.3233,0.4585,-0.0001,0.126,0.1118,0.1499,0.3516,0.0226,0.3199,0.4144
Ryan Prescott,LCSC,NAIA,Jr,0.615,2720,2720,2027,2026,93,0.3904,0.3225,0.4584,0.0004,0.1451,0.1223,0.181,0.3373,0.0257,0.2993,0.403
Kaden Kirshenbaum,MSUB,D2,Sr,0.52,3976,3976,2027,2025,244,0.3899,0.321,0.4588,0.0,0.1586,0.1022,0.2253,0.3461,0.04,0.3118,0.3932
Trevor Baker,EOU,NAIA,Sr,0.641,3832,3832,2027,2025,197,0.3899,0.3222,0.4576,0.0,0.1975,0.1044,0.1742,0.357,0.0268,0.3087,0.3961
Gage Reeser,Yakima Valley,JUCO,So,0.698,3,3,2027,2026,179,0.3898,0.3227,0.4569,0.0015,0.1001,0.0999,0.1176,0.3528,0.0146,0.3312,0.4225
Malikhi Emery-Henderson,Wenatchee Valley,JUCO,So,0.654,83,83,2027,2026,184,0.3896,0.322,0.4571,-0.0024,0.2233,0.1585,0.2148,0.3353,0.0256,0.2737,0.403
Trent Wainfeld,Linfield,D3,Jr,0.615,4112,4112,2027,2025,149,0.3894,0.3215,0.4574,0.0,0.1944,0.1171,0.1377,0.362,0.0195,0.3123,0.4149
JoJo Roman,OIT,NAIA,Jr,0.581,2788,2788,2027,2026,200,0.3893,0.321,0.4576,0.0003,0.0975,0.1344,0.1034,0.3434,0.0132,0.3136,0.4289
Caleb Boswell,NNU,D2,Jr,0.301,3148,3148,2027,2026,130,0.3891,0.3179,0.4603,-0.0005,0.1532,0.0956,0.1873,0.3534,0.0222,0.3189,0.4047
Kansai Sugimoto,UBC,NAIA,Jr,0.603,2977,2977,2027,2026,219,0.3888,0.3207,0.4569,-0.0003,0.1202,0.1077,0.1214,0.3508,0.0181,0.3198,0.4183
Payton Knowles,Seattle U,D1,Jr,0.681,3687,3687,2027,2026,243,0.3887,0.3215,0.456,0.0,0.1346,0.1416,0.1638,0.3433,0.0211,0.3053,0.4153
Wilson Weber,Oregon St.,D1,Sr,0.598,3748,3748,2027,2025,264,0.3885,0.3204,0.4567,0.0,0.2158,0.1064,0.226,0.3481,0.0403,0.295,0.3889
Beck Maguire,Whitman,D3,Sr,0.657,4063,4063,2027,2025,157,0.3884,0.3209,0.4559,0.0,0.1391,0.0965,0.1351,0.3426,0.0242,0.3093,0.4139
Yash Gupta,Whitworth,D3,So,0.471,3294,3294,2027,2026,114,0.3884,0.3189,0.4578,-0.0003,0.1282,0.117,0.1364,0.3364,0.0218,0.3045,0.4143
Aaron Barber,PLU,D3,Sr,0.654,4043,4043,2027,2025,175,0.3883,0.3208,0.4559,0.0,0.0818,0.1007,0.1211,0.341,0.0174,0.3207,0.4135
Austin Paul,Whitworth,D3,Sr,0.742,3296,3296,2027,2026,154,0.3882,0.3216,0.4549,0.0003,0.1109,0.1564,0.1259,0.324,0.016,0.2909,0.4256
Parker Sobiesiak,NNU,D2,Jr,0.387,3138,3138,2027,2026,191,0.3882,0.3179,0.4585,0.0007,0.1414,0.1009,0.1829,0.351,0.0314,0.3186,0.3971
Will Michelman,L&C,D3,So,0.631,3331,3331,2027,2026,153,0.3881,0.3203,0.4558,0.0002,0.1489,0.1196,0.183,0.338,0.0248,0.3016,0.3958
Ka'ala Tam,OIT,NAIA,Sr,0.679,3856,3856,2027,2025,244,0.3878,0.3205,0.4551,0.0,0.1957,0.1079,0.1682,0.3574,0.0222,0.3084,0.3989
Jackson Reed,LCSC,NAIA,Sr,0.596,2713,2713,2027,2026,156,0.3877,0.3196,0.4559,0.001,0.1349,0.1153,0.1628,0.3414,0.0202,0.304,0.4065
Kenny Ishikawa,Seattle U,D1,,0.491,7361,7361,2027,2025,238,0.3876,0.3184,0.4569,0.0,0.1504,0.1189,0.2109,0.3352,0.0306,0.2939,0.3971
Zack Blaszak,MSUB,D2,Sr,0.546,3975,3975,2027,2025,253,0.3876,0.3189,0.4562,0.0,0.1245,0.1042,0.1325,0.3618,0.0186,0.3322,0.4063
Logan Johnstone,Wash. St.,D1,Jr,0.547,3763,3763,2027,2025,238,0.3873,0.3187,0.456,0.0,0.1407,0.1159,0.1973,0.334,0.0304,0.2983,0.4015
Bryson Glassco,Oregon St.,D1,Jr,0.645,3521,3521,2027,2026,117,0.3872,0.3196,0.4549,0.0,0.1575,0.1158,0.1757,0.3378,0.0256,0.2953,0.3939
Adrian Arechiga,NNU,D2,Sr,0.577,3142,3142,2027,2026,227,0.3868,0.3185,0.4551,0.0006,0.1428,0.0995,0.1918,0.3512,0.0271,0.3183,0.3942
Bodee Wright,MSUB,D2,Sr,0.509,3977,3977,2027,2025,243,0.3868,0.3177,0.4558,0.0,0.1381,0.1023,0.1599,0.3599,0.0144,0.3225,0.4053
Tyler Howard,Portland,D1,Jr,0.595,3793,3793,2027,2025,187,0.3867,0.3186,0.4549,0.0,0.1336,0.1325,0.1397,0.3556,0.0207,0.3168,0.415
Max Hartman,Wash. St.,D1,Sr,0.769,3534,3534,2027,2026,276,0.3867,0.3203,0.453,0.0,0.1723,0.0998,0.1606,0.366,0.0233,0.3135,0.4031
Anson Aroz,Oregon,D1,Jr,0.609,3727,3727,2027,2025,257,0.3864,0.3184,0.4544,0.0,0.1803,0.1196,0.2366,0.3169,0.0468,0.2822,0.3882
Noah Weintraub,LCSC,NAIA,Sr,0.641,3811,3811,2027,2026,116,0.3864,0.3187,0.454,0.0006,0.1155,0.1041,0.1631,0.3381,0.0289,0.3091,0.3974
Bret Potter,L&C,D3,Jr,0.753,3322,3322,2027,2026,195,0.3861,0.3196,0.4526,0.0005,0.1349,0.0983,0.1118,0.3577,0.0151,0.3234,0.4162
Angel Laya,Oregon,D1,Fr,0.569,3501,3501,2027,2026,260,0.3859,0.3175,0.4543,0.0,0.1474,0.1057,0.2238,0.3195,0.0464,0.2871,0.3855
Josh Cote,UBC,NAIA,Sr,0.615,2982,2982,2027,2026,230,0.3858,0.3179,0.4538,0.0012,0.1468,0.105,0.238,0.3155,0.0461,0.2846,0.3735
Thoma Holden,Bellevue,JUCO,Fr,0.493,644,644,2027,2026,181,0.3856,0.3164,0.4549,0.0018,0.1221,0.1007,0.1184,0.3502,0.01,0.3197,0.4115
Coleman Parry,NNU,D2,Jr,0.262,3146,3146,2027,2026,107,0.3855,0.3139,0.4571,-0.0002,0.1693,0.1033,0.1888,0.3529,0.0246,0.3133,0.399
David Soto,EOU,NAIA,Jr,0.402,2752,2752,2027,2026,97,0.3855,0.3153,0.4557,-0.0007,0.2188,0.1072,0.1551,0.3572,0.0229,0.3044,0.4043
Elijah Maris,Linfield,D3,Sr,0.72,4115,5653,2027,2025,196,0.3854,0.3186,0.4523,0.0,0.1438,0.0921,0.1746,0.3366,0.0271,0.3077,0.4036
Gavin Mangano,L&C,D3,Jr,0.537,3323,3323,2027,2026,102,0.3853,0.3166,0.4541,0.0017,0.1028,0.1004,0.1378,0.3333,0.0179,0.3064,0.4094
Joaquin Sandoval,L&C,D3,Sr,0.678,3329,3329,2027,2026,92,0.3852,0.3179,0.4524,0.0005,0.217,0.1272,0.2054,0.3367,0.0306,0.2817,0.3922
AJ Guerrero,UW,D1,Sr,0.632,3702,3702,2027,2025,254,0.3849,0.3171,0.4527,0.0,0.1823,0.1068,0.2142,0.3372,0.0432,0.2972,0.387
Caleb Richter,Bushnell,NAIA,Sr,0.584,2902,2902,2027,2026,142,0.3847,0.3165,0.453,-0.001,0.2152,0.116,0.1503,0.3558,0.0235,0.2959,0.4067
Bryan Rojas,NNU,D2,Sr,0.459,4016,4016,2027,2025,251,0.3847,0.3151,0.4542,0.0,0.1109,0.0851,0.1878,0.3505,0.0278,0.3249,0.39
Jacob Wrubleski,Gonzaga,D1,Jr,0.534,3560,3560,2027,2026,157,0.3844,0.3156,0.4532,-0.0009,0.2156,0.0981,0.1831,0.3644,0.0281,0.3072,0.3963
Conrad Henkel,CWU,D2,Jr,0.487,3011,3011,2027,2026,162,0.384,0.3147,0.4533,-0.0014,0.2461,0.1074,0.1903,0.3684,0.0297,0.3107,0.3959
Carter Walsh,NNU,D2,Jr,0.657,3140,3140,2027,2026,268,0.3836,0.3161,0.4511,0.0,0.1218,0.0993,0.1739,0.3497,0.0236,0.3189,0.3877
Cole Katayama-Stall,Portland,D1,So,0.683,3586,3586,2027,2026,218,0.383,0.3158,0.4503,0.001,0.2181,0.1463,0.2318,0.3228,0.0429,0.2696,0.3921
Nick Gimino,OIT,NAIA,Fr,0.629,2787,2787,2027,2026,211,0.3829,0.3151,0.4507,-0.0004,0.1726,0.0958,0.1262,0.3697,0.019,0.3336,0.4098
Kellen Krebs,UPS,D3,Sr,0.712,3178,3178,2027,2026,163,0.3827,0.3158,0.4497,-0.0004,0.2264,0.1161,0.1851,0.3427,0.0305,0.286,0.4015
Matt Churchill,UPS,D3,So,0.674,3181,3181,2027,2026,172,0.3826,0.3153,0.45,-0.0003,0.1918,0.1085,0.2593,0.3038,0.0632,0.2758,0.3626
Ethan Porter,Oregon St.,D1,Fr,0.343,3528,3528,2027,2026,103,0.3825,0.3117,0.4533,0.0,0.1691,0.1316,0.1792,0.3346,0.0251,0.2819,0.4079
Mario Landeros,EOU,NAIA,Sr+,0.746,2753,2753,2027,2026,148,0.3824,0.3158,0.449,0.0006,0.1483,0.0879,0.149,0.3538,0.0264,0.3189,0.3917
Cade Westerlund,LCSC,NAIA,Sr,0.377,2723,2723,2027,2026,87,0.3824,0.312,0.4528,0.0001,0.193,0.1128,0.1459,0.3444,0.0267,0.2929,0.4074
Trevor Kazahaya,Pacific,D3,Jr,0.679,3352,3352,2027,2026,176,0.3823,0.315,0.4496,0.0001,0.1901,0.0983,0.1801,0.3509,0.0258,0.3067,0.3878
Liam Herrera,NNU,D2,Jr,0.371,3143,3143,2027,2026,178,0.3817,0.3112,0.4522,-0.0005,0.1864,0.1129,0.1347,0.3574,0.0186,0.31,0.4115
Tommy Whiles,EOU,NAIA,Sr+,0.543,4719,4719,2027,2026,78,0.3816,0.3129,0.4503,-0.0006,0.1766,0.1207,0.1622,0.3341,0.0291,0.2834,0.4025
Russell Young,UBC,NAIA,,0.68,4792,4792,2027,2025,189,0.3814,0.3142,0.4487,0.0,0.1554,0.0935,0.1482,0.3519,0.0235,0.3122,0.4003
Brayden Jaksa,Oregon,D1,Fr,0.504,3510,3510,2027,2026,200,0.381,0.3119,0.4501,0.0,0.2108,0.0984,0.2025,0.3462,0.0422,0.2945,0.3862
Garrett Bevacqua,LCSC,NAIA,Sr,0.338,3816,3816,2027,2025,92,0.3808,0.31,0.4516,0.0,0.1753,0.1261,0.1432,0.3464,0.0218,0.2996,0.4017
Kevin Corder,Whitworth,D3,Sr,0.622,4072,4072,2027,2025,151,0.3807,0.3128,0.4486,0.0,0.1848,0.1032,0.1143,0.3598,0.013,0.3118,0.4075
Paul Vazquez,Oregon St.,D1,So,0.61,3520,3520,2027,2026,232,0.3806,0.3126,0.4486,0.0,0.2202,0.1016,0.2011,0.3484,0.034,0.2895,0.3848
Garrett Lewis,L&C,D3,Jr,0.405,3330,3330,2027,2026,87,0.3805,0.3104,0.4507,-0.0001,0.1836,0.1094,0.1807,0.3337,0.0308,0.2919,0.3951
Javin Hamura,Pacific,D3,So,0.655,3357,3357,2027,2026,109,0.3804,0.3129,0.4479,0.0001,0.15,0.1192,0.1094,0.3402,0.0143,0.2974,0.4182
Dylan Carson,Bushnell,NAIA,Sr,0.666,2901,2901,2027,2026,225,0.3802,0.3128,0.4477,-0.0011,0.2806,0.0616,0.2315,0.3489,0.0451,0.2867,0.3632
Jayger Baldwin,WOU,D2,Jr,0.271,3111,3111,2027,2026,112,0.3799,0.3084,0.4515,0.0,0.1249,0.1061,0.1507,0.3444,0.024,0.305,0.397
Noah Meffert,Gonzaga,D1,Sr,0.655,3553,3553,2027,2026,245,0.3799,0.3124,0.4475,-0.0005,0.1941,0.096,0.2046,0.3501,0.0367,0.3064,0.3734
Bryce Hubbard,Oregon St.,D1,Sr,0.581,3516,3516,2027,2026,213,0.3798,0.3115,0.4481,0.0,0.1875,0.132,0.189,0.3234,0.0359,0.274,0.3853
